lea_id,district_name,urban_centric_locale,number_of_schools_in_district,enrollment,pre_k_teachers,kindergarten_teachers,elementary_teachers,secondary_teachers,total_teachers,student_teacher_ratio,instructional_aides,guidance_counselors,student_guidance_counselor_ratio,librarian_total,student_librarian_ratio,total_staff,district_expense_total,expenses_for_instruction,salaries_total,salaries_instruction,instruction_salary_percent_of_total,per_student_expenditure,per_teacher_salary_expenses
4225830,West Shore SD,Large Suburb,14,7695,,20,226,211,518,14.86,104,22,349.77,7,1099.29,955,121720000,65674000,52395000,39359000,75.12,15818.06,75982.63
4225870,West Side CTC,Large Suburb,1,561,,,,30,30,18.7,4,1,561.0,0,,58,7480000,3860000,3296000,2164000,65.66,13333.33,72133.33
4225950,Wyoming Valley West SD,Large Suburb,7,4640,,17,146,136,322,14.41,94,10,464.0,5,928.0,552,79257000,45355000,33721000,26677000,79.11,17081.25,82847.83
4225980,West York Area SD,Midsize Suburb,5,2930,,10,91,93,202,14.5,51,8,366.25,0,,395,59979000,27034000,21895000,15609000,71.29,20470.65,77272.28
4226010,Mifflinburg Area SD,Town (distant),4,2067,,9,57,62,142,14.56,54,5,413.4,1,2067.0,304,31308000,16158000,12892000,9150000,70.97,15146.59,64436.62
4226040,Western Beaver County SD,Rural (fringe),2,757,2,2,16,26,55,13.76,25,1,757.0,0,,119,14040000,7443000,5928000,4257000,71.81,18546.9,77400.0
4226070,Western Wayne SD,Rural (distant),4,1860,3,6,53,68,149,12.48,37,8,232.5,2,930.0,297,43557000,23988000,18406000,13048000,70.89,23417.74,87570.47
4226130,Westmont Hilltop SD,Small Suburb,2,1467,,5,35,46,94,15.61,37,4,366.75,1,1467.0,172,22404000,12401000,9244000,6914000,74.79,15271.98,73553.19
4226250,Whitehall-Coplay SD,Large Suburb,5,4353,,7,118,126,269,16.18,107,11,395.73,4,1088.25,639,73289000,35929000,31494000,21511000,68.3,16836.43,79966.54
4226300,Wilkes-Barre Area SD,Small City,10,7204,,23,211,200,457,15.76,88,11,654.91,0,,824,135993000,65886000,48451000,36547000,75.43,18877.43,79971.55
4226370,Wilkinsburg Borough SD,Large Suburb,2,524,5,8,44,,59,8.88,8,2,262.0,2,262.0,111,36753000,7383000,7125000,4413000,61.94,70139.31,74796.61
4226390,William Penn SD,Large Suburb,10,5069,,15,137,129,311,16.3,55,10,506.9,5,1013.8,527,105076000,54464000,37203000,29341000,78.87,20729.14,94344.05
4226400,Williams Valley SD,Rural (fringe),2,996,,4,44,41,95,10.48,20,2,498.0,2,498.0,153,18455000,9248000,7264000,5456000,75.11,18529.12,57431.58
4226430,Williamsburg Community SD,Rural (distant),2,503,,2,16,16,35,14.37,3,1,503.0,0,,61,10890000,3667000,2993000,2092000,69.9,21650.1,59771.43
4226460,Williamsport Area SD,Small City,8,4898,,18,162,142,347,14.12,98,14,349.86,1,4898.0,733,90230000,48032000,39711000,28157000,70.9,18421.8,81144.09
4226520,Wilmington Area SD,Town (fringe),3,1103,,4,38,37,84,13.13,14,2,551.5,1,1103.0,159,20062000,10818000,8323000,6043000,72.61,18188.58,71940.48
4226550,Wilson Area SD,Large Suburb,5,2246,,8,67,68,155,14.49,28,5,449.2,3,748.67,329,38614000,20424000,16920000,11504000,67.99,17192.34,74219.35
4226580,Wilson  SD,Large Suburb,8,6084,,20,193,186,427,14.25,184,15,405.6,8,760.5,1083,102286000,57147000,48697000,34297000,70.43,16812.29,80320.84
4226610,Windber Area SD,Small Suburb,3,1207,4,5,33,36,84,14.37,13,3,402.33,0,,165,18798000,10114000,7061000,5269000,74.62,15574.15,62726.19
4226700,Wyalusing Area SD,Rural (distant),2,1310,,5,39,33,82,15.98,13,3,436.67,1,1310.0,138,20953000,11493000,9082000,6946000,76.48,15994.66,84707.32
4226730,Wyoming Area SD,Large Suburb,4,2143,,6,67,53,141,15.2,36,5,428.6,0,,279,37226000,20164000,15184000,11294000,74.38,17370.98,80099.29
4226760,Wyomissing Area SD,Large Suburb,3,1940,,7,62,64,149,13.02,45,6,323.33,2,970.0,325,40685000,19922000,16180000,11574000,71.53,20971.65,77677.85
4226810,York Co School of Technology,Midsize Suburb,1,1675,,,,96,112,14.96,4,4,418.75,1,1675.0,175,28683000,14243000,12808000,8224000,64.21,17124.18,73428.57
4226820,York City SD,Small City,9,6068,,13,194,107,390,15.56,89,7,866.86,2,3034.0,767,147288000,62837000,49124000,32920000,67.01,24272.91,84410.26
4226850,York Suburban SD,Midsize Suburb,6,3027,,12,99,91,213,14.21,46,11,275.18,4,756.75,366,58560000,30369000,24745000,18702000,75.58,19345.89,87802.82
4280090,Bucks County Technical High School,Large Suburb,1,1424,,,2,99,113,12.6,22,4,356.0,1,1424.0,210,9429000,4900000,4098000,2901000,70.79,6621.49,25672.57
4280130,Carbon Career & Technical Institute,Town (fringe),1,393,,,,29,31,12.68,11,1,393.0,0,,62,8015000,4598000,3633000,2461000,67.74,20394.4,79387.1
4280220,Connellsville Area Career & Technical Center,Rural (fringe),1,440,,,0,19,24,18.33,4,1,440.0,0,,41,3984000,2821000,2139000,1603000,74.94,9054.55,66791.67
4289110,Intermediate Unit 1,Rural (fringe),0,268,10,0,75,17,144,1.86,114,3,89.33,0,,481,60296000,13889000,21801000,7162000,32.85,224985.07,49736.11
4289130,Allegheny IU 3,Large Suburb,0,496,8,0,168,82,356,1.39,92,22,22.55,0,,786,143593000,55876000,49715000,25461000,51.21,289502.02,71519.66
4289140,Midwestern IU 4,Town (distant),0,39,8,0,40,17,85,0.46,26,4,9.75,0,,197,34837000,12130000,8723000,3351000,38.42,893256.41,39423.53
4289150,Northwest Tri-County IU 5,Town (fringe),0,216,,0,59,19,103,2.1,30,3,72.0,0,,271,46773000,10899000,13768000,4501000,32.69,216541.67,43699.03
4289160,Riverview IU 6,Rural (fringe),0,189,14,0,21,8,79,2.39,56,0,,0,,183,26113000,8165000,7455000,3926000,52.66,138164.02,49696.2
4289170,Westmoreland IU 7,Rural (fringe),0,202,,0,34,36,103,1.96,37,0,,0,,201,33711000,12885000,9242000,5022000,54.34,166886.14,48757.28
4289180,Appalachia IU 8,Small City,0,181,3,0,76,16,130,1.39,60,7,25.86,0,,300,41505000,9899000,11739000,4462000,38.01,229309.39,34323.08
4289190,Seneca Highlands IU 9,Rural (remote,0,482,,0,19,15,46,10.48,46,0,,0,,149,18813000,7642000,6914000,3607000,52.17,39031.12,78413.04
4289200,Central IU 10,Rural (fringe),0,49,,0,26,5,53,0.92,17,0,,0,,126,17330000,3472000,4920000,1820000,36.99,353673.47,34339.62
4289210,Tuscarora IU 11,Rural (distant),0,145,11,0,20,0,34,4.26,38,0,,0,,383,30707000,5822000,12432000,2680000,21.56,211772.41,78823.53
4289220,Lincoln IU 12,Small Suburb,0,1541,,0,239,69,371,4.15,525,23,67.0,0,,1158,124029000,57618000,45539000,28496000,62.57,80486.05,76808.63
4289230,Lancaster-Lebanon IU 13,Small City,0,773,14,0,151,45,288,2.68,399,20,38.65,0,,1183,152307000,44315000,50224000,21423000,42.65,197033.64,74385.42
4289240,Berks County IU 14,Large Suburb,0,156,13,0,45,22,99,1.58,101,2,78.0,0,,957,112638000,11266000,28920000,5073000,17.54,722038.46,51242.42
4289250,Capital Area IU 15,Large Suburb,0,341,1,0,120,28,184,1.85,110,14,24.36,0,,511,82038000,12823000,23068000,6861000,29.74,240580.65,37288.04
4289260,Central Susquehanna IU 16,Rural (fringe),0,293,22,7,29,16,97,3.02,80,1,293.0,0,,523,62373000,16630000,26182000,8444000,32.25,212877.13,87051.55
4289270,BLaST IU 17,Small City,0,350,,0,52,30,92,3.8,36,0,,0,,188,33244000,11922000,10042000,5953000,59.28,94982.86,64706.52
4289280,Luzerne IU 18,Large Suburb,0,472,,0,26,32,86,5.49,50,3,157.33,0,,249,46066000,13259000,16977000,6993000,41.19,97597.46,81313.95
4289290,Northeastern Educational IU 19,Large Suburb,0,147,13,0,32,22,68,2.16,69,2,73.5,0,,202,29344000,6688000,6937000,3414000,49.21,199619.05,50205.88
4289300,Colonial IU 20,Large Suburb,0,1715,0,0,202,66,295,5.81,471,4,428.75,0,,1221,102394000,39779000,45474000,21679000,47.67,59704.96,73488.14
4289310,Carbon-Lehigh IU 21,Large Suburb,0,546,1,0,90,31,172,3.17,183,3,182.0,0,,828,88323000,26636000,35445000,14015000,39.54,161763.74,81482.56
4289320,Bucks County IU 22,Large Suburb,0,699,6,0,210,93,317,2.21,433,5,139.8,0,,1099,131889000,56151000,43450000,26388000,60.73,188682.4,83242.9
4289330,Montgomery County IU 23,Large Suburb,0,309,13,0,115,16,199,1.55,22,15,20.6,0,,452,111770000,18231000,31398000,7942000,25.29,361715.21,39909.55
4289340,Chester County IU 24,Large Suburb,0,938,,0,100,111,370,2.54,468,13,72.15,0,,1582,218046000,61826000,65193000,30897000,47.39,232458.42,83505.41
4289350,Delaware County IU 25,Large Suburb,0,371,2,0,96,31,159,2.33,68,10,37.1,0,,437,103130000,24948000,27213000,12245000,45.0,277978.44,77012.58
4289370,Beaver Valley IU 27,Large Suburb,0,149,,0,42,2,48,3.1,36,0,,0,,115,18043000,6524000,5699000,3736000,65.56,121093.96,77833.33
4289380,ARIN IU 28,Rural (fringe),0,57,,0,15,1,39,1.46,16,0,,0,,138,21955000,3764000,6646000,1919000,28.87,385175.44,49205.13
4289390,Schuylkill IU 29,Town (distant),0,121,,0,27,7,43,2.81,41,1,121.0,0,,188,21852000,6809000,6741000,3212000,47.65,180595.04,74697.67
4400005,Urban Collaborative,Midsize City,1,135,0,0,1,8,9,15.0,0,0,,0,,16,2928000,1388000,1686000,958000,56.82,21688.89,106444.44
4400030,Barrington,Large Suburb,6,3343,1,12,132,84,230,14.53,48,8,417.88,6,557.17,425,57894000,33132000,32444000,23261000,71.7,17317.98,101134.78
4400065,Bristol Warren,Large Suburb,6,3232,1,6,145,71,225,14.36,52,7,461.71,6,538.67,420,63383000,30090000,31252000,21139000,67.64,19611.08,93951.11
4400090,Burrillville,Large Suburb,5,2277,2,9,94,61,167,13.63,29,5,455.4,4,569.25,286,39347000,21785000,20402000,13951000,68.38,17280.19,83538.92
4400120,Central Falls,Large Suburb,6,2695,12,13,105,45,175,15.4,60,6,449.17,6,449.17,324,55136000,25868000,26291000,17171000,65.31,20458.63,98120.0
4400150,Chariho,Rural (fringe),9,3218,3,14,138,101,258,12.47,78,9,357.56,7,459.71,521,64819000,33913000,33569000,22844000,68.05,20142.64,88542.64
4400210,Coventry,Large Suburb,8,4723,6,15,195,127,344,13.73,118,9,524.78,3,1574.33,642,78765000,48336000,45209000,33938000,75.07,16676.9,98656.98
4400240,Cranston,Large Suburb,25,10479,12,40,484,271,809,12.95,176,28,374.25,14,748.5,1592,182226000,99546000,102328000,69110000,67.54,17389.64,85426.45
4400270,Cumberland,Large Suburb,9,4675,4,15,210,109,339,13.79,78,15,311.67,3,1558.33,579,76774000,41376000,39769000,28584000,71.88,16422.25,84318.58
4400300,East Greenwich,Large Suburb,6,2535,4,11,109,56,181,14.01,68,5,507.0,6,422.5,347,43856000,24141000,23833000,16909000,70.95,17300.2,93419.89
4400330,East Providence,Large Suburb,14,5262,13,21,250,120,404,13.02,136,13,404.77,7,751.71,733,101628000,50083000,51115000,34116000,66.74,19313.57,84445.54
4400360,Exeter-West Greenwich,Rural (fringe),5,1641,3,10,69,44,128,12.82,29,3,547.0,2,820.5,241,37368000,20484000,17616000,11897000,67.54,22771.48,92945.31
4400390,Foster,Rural (distant),1,272,1,3,17,0,21,12.95,0,0,,0,,25,4856000,2327000,2409000,1537000,63.8,17852.94,73190.48
4400420,Foster-Glocester,Rural (fringe),2,1306,0,0,39,64,103,12.68,0,5,261.2,1,1306.0,128,26816000,13326000,13145000,8888000,67.62,20532.92,86291.26
4400450,Glocester,Rural (fringe),2,523,1,5,36,0,42,12.45,0,0,,1,523.0,54,9801000,5823000,5445000,3934000,72.25,18739.96,93666.67
4400510,Jamestown,Large Suburb,2,507,1,3,38,0,43,11.79,16,0,,1,507.0,87,14461000,6793000,6061000,4018000,66.29,28522.68,93441.86
4400540,Johnston,Large Suburb,8,3265,8,17,144,75,246,13.27,66,10,326.5,3,1088.33,468,65493000,32649000,32144000,22071000,68.66,20059.11,89719.51
4400570,Lincoln,Large Suburb,6,3129,5,16,122,76,220,14.22,53,6,521.5,4,782.25,494,62678000,32900000,31884000,22193000,69.61,20031.32,100877.27
4400600,Little Compton,Rural (fringe),1,244,1,2,17,7,27,9.04,3,0,,1,244.0,41,8304000,3533000,3473000,2312000,66.57,34032.79,85629.63
4400630,Middletown,Large Suburb,5,2153,1,10,95,60,167,12.89,43,6,358.83,3,717.67,307,45430000,23690000,21237000,15144000,71.31,21100.79,90682.63
4400660,Narragansett,Large Suburb,3,1290,4,4,45,35,89,14.49,21,4,322.5,3,430.0,244,32147000,14959000,16696000,10258000,61.44,24920.16,115258.43
4400690,New Shoreham,Rural (distant),1,133,0,1,10,10,21,6.33,5,0,,1,133.0,42,5643000,3309000,3125000,2179000,69.73,42428.57,103761.9
4400720,Newport,Large Suburb,5,2156,3,7,73,91,175,12.32,83,6,359.33,3,718.67,360,49405000,25131000,24231000,17434000,71.95,22915.12,99622.86
4400750,North Kingstown,Large Suburb,8,4007,5,16,164,110,296,13.54,93,9,445.22,4,1001.75,584,74071000,40013000,38553000,26164000,67.87,18485.4,88391.89
4400780,North Providence,Large Suburb,9,3565,4,15,102,140,262,13.61,60,8,445.63,5,713.0,483,73246000,38909000,31403000,22440000,71.46,20545.86,85648.85
4400810,North Smithfield,Large Suburb,4,1677,2,8,73,43,127,13.2,26,4,419.25,2,838.5,250,29744000,15424000,15792000,10784000,68.29,17736.43,84913.39
4400840,Pawtucket,Large Suburb,16,8824,14,41,433,130,619,14.26,106,14,630.29,9,980.44,1020,160773000,86025000,72779000,49969000,68.66,18219.97,80725.36
4400870,Portsmouth,Large Suburb,4,2439,1,8,97,72,180,13.55,30,8,304.88,4,609.75,315,44310000,22149000,23199000,15335000,66.1,18167.28,85194.44
4400900,Providence,Midsize City,42,23955,36,104,938,585,1666,14.38,471,63,380.24,34,704.56,3336,480045000,207325000,222906000,138444000,62.11,20039.45,83099.64
4400960,Scituate,Rural (fringe),5,1231,0,5,59,38,103,11.95,13,4,307.75,1,1231.0,160,26644000,15204000,14493000,10282000,70.94,21644.19,99825.24
4400990,Smithfield,Large Suburb,6,2413,4,11,116,67,199,12.13,36,7,344.71,3,804.33,364,43773000,25666000,24408000,17614000,72.16,18140.49,88512.56
4401020,South Kingstown,Large Suburb,7,2978,3,13,145,76,239,12.46,74,7,425.43,4,744.5,496,66948000,36188000,34861000,23939000,68.67,22480.86,100163.18
4401050,Tiverton,Rural (fringe),5,1777,1,7,72,79,161,11.04,58,7,253.86,3,592.33,324,37605000,18904000,18695000,12972000,69.39,21162.07,80571.43
4401110,Warwick,Small City,19,8800,14,39,389,240,683,12.88,204,22,400.0,12,733.33,1354,192821000,105042000,100679000,67829000,67.37,21911.48,99310.4
4401140,West Warwick,Large Suburb,6,3579,7,15,174,75,271,13.21,70,10,357.9,5,715.8,507,65389000,36930000,34055000,24065000,70.67,18270.19,88800.74
4401170,Westerly,Midsize Suburb,6,2738,6,10,127,83,226,12.12,76,6,456.33,4,684.5,519,64582000,30929000,33117000,20565000,62.1,23587.29,90995.58
4401200,Woonsocket,Large Suburb,11,6050,5,24,253,118,402,15.05,124,10,605.0,8,756.25,782,110105000,57044000,47980000,32708000,68.17,18199.17,81363.18
4500002,Dorchester 04,Rural (distant),6,2286,5,8,116,47,176,12.99,5,6,381.0,4,571.5,245,36742000,16066000,18221000,10505000,57.65,16072.62,59687.5
4500007,Greenwood 80,Town (distant),1,0,,,,17,17,0.0,1,1,0.0,0,,23,-1,-1,-1,-1,100.0,,-0.06
4500008,Orangeburg 80,Rural (distant),1,0,,,,9,9,0.0,0,1,0.0,0,,11,-1,-1,-1,-1,100.0,,-0.11
4500010,Spartanburg 81,Rural (fringe),1,0,,,,32,32,0.0,0,1,0.0,0,,38,6451000,3056000,2681000,1858000,69.3,,58062.5
4500011,Spartanburg 82,Rural (fringe),1,0,,,,22,22,0.0,0,1,0.0,0,,27,3905000,2043000,1767000,1260000,71.31,,57272.73
4500690,Abbeville 60,Rural (distant),9,3012,2,14,136,68,221,13.63,47,9,334.67,8,376.5,361,34793000,19004000,18598000,12334000,66.32,11551.46,55809.95
4500720,Aiken 01,Large Suburb,43,24135,31,77,1005,478,1591,15.17,361,75,321.8,41,588.66,2578,313487000,136869000,140980000,90275000,64.03,12988.9,56741.04
4500750,Allendale 01,Rural (fringe),4,1120,4,2,52,28,86,13.02,32,3,373.33,2,560.0,186,21949000,8506000,9244000,4820000,52.14,19597.32,56046.51
4500760,Anderson 80,Rural (fringe),1,0,,,,27,27,0.0,1,1,0.0,0,,51,6557000,3052000,2977000,1712000,57.51,,63407.41
4500780,Anderson 01,Large Suburb,14,10211,10,24,397,151,582,17.54,124,25,408.44,12,850.92,938,105227000,53258000,50590000,33977000,67.16,10305.26,58379.73
4500810,Anderson 02,Rural (fringe),7,3771,5,14,151,58,228,16.54,64,10,377.1,7,538.71,376,41381000,20943000,19842000,12697000,63.99,10973.48,55688.6
4500840,Anderson 03,Rural (fringe),5,2599,6,10,113,46,175,14.85,32,7,371.29,5,519.8,296,34000000,14839000,15650000,9371000,59.88,13081.95,53548.57
4500870,Anderson 04,Rural (fringe),6,2843,3,6,134,56,200,14.22,55,9,315.89,6,473.83,358,49901000,19411000,18579000,12053000,64.87,17552.23,60265.0
4500900,Anderson 05,Small Suburb,21,13227,24,47,562,233,867,15.26,153,35,377.91,19,696.16,1299,171706000,69632000,75175000,46469000,61.81,12981.48,53597.46
4500930,Bamberg 01,Rural (fringe),3,1299,2,4,62,29,97,13.39,22,4,324.75,3,433.0,162,19593000,8672000,9310000,5680000,61.01,15083.14,58556.7
4500960,Bamberg 02,Town (distant),3,671,0,5,30,22,57,11.77,20,3,223.67,1,671.0,100,28088000,4698000,5311000,3073000,57.86,41859.91,53912.28
4500980,Barnwell 80,Rural (distant),1,0,,,,13,13,0.0,0,1,0.0,0,,15,1813000,1078000,987000,703000,71.23,,54076.92
4501020,Barnwell 19,Rural (distant),2,595,0,1,21,10,32,18.59,10,1,595.0,1,595.0,70,9210000,3430000,3961000,1977000,49.91,15478.99,61781.25
4501050,Barnwell 29,Rural (distant),3,842,1,3,38,19,61,13.8,10,3,280.67,2,421.0,124,11745000,5447000,5772000,3384000,58.63,13948.93,55475.41
4501080,Barnwell 45,Town (distant),4,2203,2,8,93,43,146,15.09,54,5,440.6,4,550.75,281,25222000,12530000,13154000,8213000,62.44,11448.93,56253.42
4501100,Beaufort 80,Rural (fringe),1,0,,,,17,17,0.0,0,1,0.0,0,,26,2967000,1435000,1270000,807000,63.54,,47470.59
4501110,Beaufort 01,Small City,33,22235,49,79,1042,494,1665,13.35,393,62,358.63,31,717.26,2901,330176000,163056000,149101000,104780000,70.27,14849.38,62930.93
4501170,Berkeley 01,Large Suburb,46,36135,44,107,1390,667,2208,16.37,472,96,376.41,50,722.7,3480,401173000,179988000,198269000,118174000,59.6,11102.06,53520.83
4501250,Calhoun 01,Rural (distant),3,1690,9,6,81,31,127,13.31,41,6,281.67,3,563.33,227,25845000,12029000,12594000,7406000,58.81,15292.9,58314.96
4501440,Charleston 01,Midsize City,82,49769,126,174,2106,1029,3436,14.48,854,162,307.22,77,646.35,5882,930570000,316343000,321480000,203515000,63.31,18697.78,59230.21
4501500,Cherokee 01,Town (fringe),19,8756,24,29,384,184,621,14.1,181,31,282.45,16,547.25,952,119736000,55029000,53367000,35337000,66.22,13674.74,56903.38
4501530,Chester 01,Rural (distant),12,5168,9,17,224,130,381,13.56,84,14,369.14,7,738.29,593,67500000,30036000,31461000,19894000,63.23,13061.15,52215.22
4501560,Chesterfield 01,Rural (distant),16,6955,8,15,294,169,487,14.28,74,17,409.12,14,496.79,807,81291000,39473000,41891000,26394000,63.01,11688.14,54197.13
4501740,Clarendon 01,Rural (distant),4,753,1,1,35,20,57,13.21,18,2,376.5,2,376.5,129,14683000,5702000,6733000,3640000,54.06,19499.34,63859.65
4501770,Clarendon 02,Town (distant),6,2897,5,9,118,61,193,15.01,65,10,289.7,5,579.4,382,36865000,18119000,18314000,11575000,63.2,12725.23,59974.09
4501800,Clarendon 03,Rural (distant),2,1309,2,4,33,41,80,16.36,13,3,436.33,2,654.5,141,12785000,7012000,6742000,4321000,64.09,9767.0,54012.5
4501830,Colleton 01,Rural (fringe),9,5534,12,13,228,106,359,15.42,113,15,368.93,7,790.57,737,72382000,28868000,34205000,18847000,55.1,13079.51,52498.61
4501860,Darlington 01,Small Suburb,22,9972,16,33,385,208,642,15.53,197,35,284.91,17,586.59,1339,143044000,59324000,64659000,40354000,62.41,14344.56,62856.7
4501870,Dillon 80,Rural (fringe),1,0,,,,10,10,0.0,0,1,0.0,0,,13,3591000,1356000,1249000,822000,65.81,,82200.0
4501920,Dillon 04,Town (distant),8,4134,6,12,130,84,232,17.82,60,10,413.4,8,516.75,438,41490000,18142000,21368000,11845000,55.43,10036.28,51056.03
4501950,Dillon 03,Rural (distant),3,1624,7,3,55,24,89,18.25,32,3,541.33,3,541.33,203,15666000,7479000,8059000,4912000,60.95,9646.55,55191.01
4501990,Dorchester 80,Rural (distant),1,0,,,,25,25,0.0,1,3,0.0,0,,42,4789000,2181000,2265000,1209000,53.38,,48360.0
4502010,Dorchester 02,Large Suburb,24,26217,17,70,1067,443,1597,16.42,254,71,369.25,27,971.0,2777,287181000,139303000,139852000,91189000,65.2,10954.0,57100.19
4502070,Edgefield 01,Rural (fringe),8,3363,6,13,170,68,257,13.09,58,10,336.3,7,480.43,498,41740000,21669000,22379000,13970000,62.42,12411.54,54357.98
4502100,Fairfield 01,Rural (fringe),8,2632,14,8,153,78,253,10.4,30,12,219.33,5,526.4,441,56323000,24277000,27167000,15481000,56.98,21399.32,61189.72
4502130,Florence 01,Small City,24,16153,23,59,729,328,1139,14.18,397,38,425.08,22,734.23,2175,203645000,100980000,99131000,62959000,63.51,12607.26,55275.68
4502160,Florence 02,Rural (distant),2,1155,5,1,41,31,78,14.81,27,2,577.5,2,577.5,139,14346000,7503000,6719000,4606000,68.55,12420.78,59051.28
4502190,Florence 03,Town (distant),8,3414,7,11,149,53,221,15.45,87,11,310.36,8,426.75,462,43761000,20334000,20100000,11435000,56.89,12818.1,51742.08
4502220,Florence 04,Rural (fringe),3,665,2,2,26,16,46,14.46,13,3,221.67,1,665.0,75,10251000,4797000,3991000,2599000,65.12,15415.04,56500.0
4502250,Florence 05,Rural (distant),3,1218,2,4,51,25,82,14.85,15,3,406.0,3,406.0,123,14791000,7357000,7466000,4782000,64.05,12143.68,58317.07
4502280,Georgetown 01,Town (distant),19,9315,17,28,396,192,633,14.72,89,26,358.27,16,582.19,1033,171496000,54859000,62040000,35847000,57.78,18410.74,56630.33
4502310,Greenville 01,Large Suburb,91,76158,81,241,3112,1413,4847,15.71,1078,220,346.17,96,793.31,8783,851037000,419493000,448975000,277653000,61.84,11174.62,57283.47
4502340,Greenwood 50,Town (distant),14,8887,12,28,404,136,580,15.32,170,16,555.44,13,683.62,1139,104152000,49878000,52250000,31636000,60.55,11719.59,54544.83
4502370,Greenwood 51,Rural (distant),3,946,4,3,38,20,65,14.55,23,3,315.33,3,315.33,119,12399000,5752000,5444000,3381000,62.11,13106.77,52015.38
4502400,Greenwood 52,Rural (distant),4,1573,2,6,59,30,98,16.05,21,5,314.6,4,393.25,174,16185000,8145000,8133000,5108000,62.81,10289.26,52122.45
4502430,Hampton 01,Town (remote),7,2205,7,8,94,47,157,14.04,57,7,315.0,3,735.0,318,29526000,14132000,14120000,8541000,60.49,13390.48,54401.27
4502460,Hampton 02,Rural (distant),3,694,0,0,32,23,55,12.62,20,2,347.0,3,231.33,132,12267000,4408000,6149000,3023000,49.16,17675.79,54963.64
4502490,Horry 01,Midsize Suburb,56,44931,57,134,1823,999,3013,14.91,790,123,365.29,52,864.06,5101,585411000,289530000,287670000,190706000,66.29,13029.11,63294.39
4502520,Jasper 01,Rural (fringe),4,2553,8,14,119,47,188,13.58,57,10,255.3,3,851.0,410,42249000,17951000,18135000,11385000,62.78,16548.77,60558.51
4502550,Kershaw 01,Large Suburb,19,10770,5,32,453,198,688,15.65,157,32,336.56,18,598.33,1198,186110000,62388000,60561000,39476000,65.18,17280.41,57377.91
4502580,Lancaster 01,Town (distant),22,13532,9,46,576,259,891,15.19,255,37,365.73,23,588.35,1477,222976000,79548000,80788000,52927000,65.51,16477.68,59401.8
