lea_id,district_name,urban_centric_locale,number_of_schools_in_district,enrollment,pre_k_teachers,kindergarten_teachers,elementary_teachers,secondary_teachers,total_teachers,student_teacher_ratio,instructional_aides,guidance_counselors,student_guidance_counselor_ratio,librarian_total,student_librarian_ratio,total_staff,district_expense_total,expenses_for_instruction,salaries_total,salaries_instruction,instruction_salary_percent_of_total,per_student_expenditure,per_teacher_salary_expenses
5307210,Reardan-Edwall School District,Rural (distant),2,619,0,3,10,17,32,19.34,8,0,-999,0,-999,55,21337000,4245000,4572000,2805000,61.35,34470.11,87656.25
5307140,Raymond School District,Rural (fringe),3,587,0,2,14,19,37,15.86,15,1,587,0,-999,66,9122000,5653000,5282000,3676000,69.59,15540.03,99351.35
5307110,Rainier School District,Rural (distant),3,899,0,3,23,21,49,18.35,10,2,449.5,1,899,84,12097000,6352000,6372000,4248000,66.67,13456.06,86693.88
5307080,Quincy School District,Town (distant),7,3026,1,16,86,65,173,17.49,56,7,432.29,1,3026,306,91129000,26254000,25858000,16810000,65.01,30115.33,97167.63
5307050,Lake Quinault School District,Rural (remote),1,197,0,1,5,7,14,14.07,4,0,-999,0,-999,24,4286000,1852000,2010000,1198000,59.6,21756.35,85571.43
5307020,Quillayute Valley School District,Town (remote),7,3283,0,6,30,121,158,20.78,27,1,3283,1,3283,224,39357000,30366000,10096000,6473000,64.11,11988.12,40968.35
5306990,Quilcene School District,Rural (distant),3,478,0,1,14,12,28,17.07,5,0,-999,0,-999,46,8750000,5051000,4258000,2820000,66.23,18305.44,100714.29
5306960,Puyallup School District,Large Suburb,36,23222,14,103,538,446,1184,19.61,188,43,540.05,23,1009.65,1818,458254000,175994000,186831000,117320000,62.79,19733.61,99087.84
5306930,Pullman School District,Town (distant),5,2898,0,15,69,71,156,18.58,20,6,483,1,2898,232,45990000,20129000,20193000,12714000,62.96,15869.57,81500
5306900,Prosser School District,Town (distant),6,2712,1,9,66,70,153,17.73,38,7,387.43,1,2712,265,50359000,21363000,21808000,13873000,63.61,18568.95,90673.2
5306870,Prescott School District,Rural (distant),3,275,0,1,6,7,16,17.19,5,0,-999,0,-999,27,4598000,2429000,2315000,1599000,69.07,16720,99937.5
5306840,Port Townsend School District,Town (distant),4,1237,0,5,34,33,73,16.95,19,2,618.5,1,1237,123,26784000,10299000,10032000,6460000,64.39,21652.38,88493.15
5306820,Port Angeles School District,Town (remote),10,3852,0,14,98,93,222,17.35,64,9,428,0,-999,374,54009000,32916000,32074000,21758000,67.84,14021.03,98009.01
5306780,Pomeroy School District,Rural (distant),2,382,0,2,7,11,21,18.19,6,1,382,0,-999,34,6478000,2974000,2764000,1853000,67.04,16958.12,88238.1
5306750,Pioneer School District,Rural (fringe),2,810,3,4,31,12,52,15.58,11,1,810,0,-999,87,13028000,6148000,6532000,4099000,62.75,16083.95,78826.92
5306690,Peninsula School District,Large Suburb,15,9402,8,40,231,218,507,18.54,102,30,313.4,2,4701,851,149219000,74014000,77401000,48255000,62.34,15870.98,95177.51
5306660,Pe Ell School District,Rural (remote),2,295,0,1,8,10,20,14.75,7,0,-999,0,-999,33,5270000,2997000,2687000,1864000,69.37,17864.41,93200
5306630,Paterson School District,Rural (distant),1,126,0,1,1,3,9,14,1,0,-999,0,-999,12,2287000,1153000,1216000,772000,63.49,18150.79,85777.78
5306600,Pateros School District,Rural (remote),2,321,0,1,9,11,22,14.59,8,0,-999,0,-999,41,5646000,3303000,3014000,1987000,65.93,17588.79,90318.18
5306570,Pasco School District,Midsize Suburb,24,18539,6,83,470,429,1055,17.57,171,34,545.26,19,975.74,1725,301568000,158494000,150613000,102428000,68.01,16266.68,97088.15
5306540,Palouse School District,Rural (remote),3,198,0,0,6,7,13,15.23,2,1,198,0,-999,22,3627000,1845000,1893000,1223000,64.61,18318.18,94076.92
5306510,Palisades School District,Rural (distant),1,26,0,0,2,0,2,13,0,0,-999,0,-999,4,718000,298000,271000,171000,63.1,27615.38,85500
5306480,Othello School District,Town (distant),8,4525,0,21,115,97,236,19.17,61,11,411.36,5,905,423,61830000,35015000,35015000,22573000,64.47,13664.09,95648.31
5306450,Orting School District,Large Suburb,5,2747,1,10,64,59,136,20.2,20,6,457.83,2,1373.5,222,37323000,19336000,19944000,12244000,61.39,13586.82,90029.41
5306420,Oroville School District,Rural (remote),2,573,0,2,20,18,41,13.98,6,2,286.5,0,-999,64,9063000,5098000,4692000,3169000,67.54,15816.75,77292.68
5306390,Orondo School District,Rural (distant),1,206,0,1,7,1,11,18.73,5,0,-999,0,-999,25,3867000,1560000,1842000,1040000,56.46,18771.84,94545.45
5306360,Orient School District,Rural (remote),1,47,0,0,1,1,3,15.67,0,0,-999,0,-999,5,1282000,420000,527000,288000,54.65,27276.6,96000
5306330,Orchard Prairie School District,Rural (fringe),1,79,0,0,5,0,7,11.29,0,0,-999,0,-999,8,1072000,690000,577000,464000,80.42,13569.62,66285.71
5306300,Orcas Island School District,Rural (distant),5,825,0,3,22,19,44,18.75,9,0,-999,0,-999,70,19463000,7008000,6508000,4363000,67.04,23591.52,99159.09
5306270,Onion Creek School District,Rural (remote),1,44,0,0,2,0,3,14.67,1,0,-999,0,-999,6,1479000,506000,528000,319000,60.42,33613.64,106333.33
5306240,Onalaska School District,Rural (distant),3,873,1,3,22,21,49,17.82,15,1,873,0,-999,82,11018000,6678000,5923000,4033000,68.09,12620.85,82306.12
5306220,Omak School District,Town (remote),8,5324,1,15,99,125,241,22.09,43,9,591.56,0,-999,347,65385000,49617000,26517000,20068000,75.68,12281.18,83269.71
5306180,Olympia School District,Small City,21,9910,8,45,232,254,541,18.32,169,17,582.94,12,825.83,947,201859000,81386000,79991000,52059000,65.08,20369.22,96227.36
5306150,Okanogan School District,Town (remote),6,1147,0,4,24,28,57,20.12,27,2,573.5,1,1147,110,15510000,9360000,8275000,5762000,69.63,13522.23,101087.72
5306120,Odessa School District,Rural (remote),2,247,0,1,7,8,18,13.72,4,1,247,0,-999,28,4648000,2677000,2474000,1745000,70.53,18817.81,96944.44
5306090,Ocosta School District,Rural (distant),2,633,0,3,16,17,38,16.66,8,2,316.5,0,-999,62,10824000,6111000,5566000,3857000,69.3,17099.53,101500
5306060,Ocean Beach School District,Rural (distant),6,1078,0,4,27,25,57,18.91,8,2,539,0,-999,97,17722000,7880000,8254000,5156000,62.47,16439.7,90456.14
5306000,Oakville School District,Rural (distant),2,223,0,1,6,8,16,13.94,5,0,-999,0,-999,32,4593000,2107000,2106000,1340000,63.63,20596.41,83750
5305970,Oakesdale School District,Rural (remote),2,142,0,0,4,5,11,12.91,1,0,-999,0,-999,16,3287000,1591000,1492000,949000,63.61,23147.89,86272.73
5305940,Oak Harbor School District,Town (distant),11,6016,5,28,162,125,334,18.01,94,13,462.77,5,1203.2,559,87936000,51422000,52129000,34473000,66.13,14617.02,103212.57
5305910,Northshore School District,Large Suburb,36,23500,13,101,605,454,1218,19.29,269,35,671.43,12,1958.33,1911,462889000,208232000,210992000,140396000,66.54,19697.4,115267.65
5305880,Northport School District,Rural (remote),3,218,0,1,8,8,18,12.11,6,0,-999,0,-999,33,4536000,2538000,2218000,1559000,70.29,20807.34,86611.11
5305850,North Thurston Public Schools,Midsize Suburb,22,15258,13,80,433,337,864,17.66,208,34,448.76,13,1173.69,1467,245664000,123271000,129058000,81631000,63.25,16100.67,94480.32
5305820,North River School District,Rural (remote),1,71,0,0,4,5,10,7.1,1,0,-999,0,-999,16,2285000,1337000,1303000,859000,65.92,32183.1,85900
5305790,North Mason School District,Rural (fringe),7,2342,0,11,55,51,128,18.3,26,6,390.33,0,-999,216,37163000,18432000,19728000,12073000,61.2,15868.06,94320.31
5305760,North Kitsap School District,Midsize Suburb,14,5995,2,26,159,124,313,19.15,76,14,428.21,9,666.11,550,93771000,50193000,53708000,33328000,62.05,15641.53,106479.23
5305730,North Franklin School District,Rural (fringe),9,2190,2,11,59,55,128,17.11,37,5,438,2,1095,213,33851000,17517000,16959000,11319000,66.74,15457.08,88429.69
5305700,North Beach School District,Rural (fringe),4,745,0,3,17,15,37,20.14,14,0,-999,0,-999,67,11583000,5985000,6293000,3786000,60.16,15547.65,102324.32
5305670,Nooksack Valley School District,Rural (fringe),6,1899,1,11,56,40,110,17.26,24,5,379.8,0,-999,179,27277000,14553000,15602000,9893000,63.41,14363.88,89936.36
5305640,Nine Mile Falls School District,Town (fringe),5,1406,1,6,36,41,85,16.54,12,2,703,1,1406,136,19819000,10629000,11058000,7191000,65.03,14096.02,84600
5305610,Newport School District,Town (distant),4,1151,1,5,30,29,70,16.44,22,3,383.67,0,-999,119,15994000,9452000,8665000,6109000,70.5,13895.74,87271.43
5305550,Nespelem School District #14,Rural (remote),1,160,0,1,6,1,9,17.78,4,1,160,1,160,21,5244000,1384000,1523000,811000,53.25,32775,90111.11
5305520,Naselle-Grays River Valley School District,Rural (remote),3,413,0,1,9,14,25,16.52,5,1,413,0,-999,42,6689000,3740000,3484000,2416000,69.35,16196.13,96640
5305490,Napavine School District,Town (distant),2,823,0,3,22,22,48,17.15,9,1,823,0,-999,74,10438000,6458000,5604000,4052000,72.31,12682.87,84416.67
5305460,Naches Valley School District,Rural (fringe),3,1275,1,6,33,38,80,15.94,17,3,425,1,1275,127,18788000,10301000,10391000,6848000,65.9,14735.69,85600
5305430,Mukilteo School District,Large Suburb,24,15931,8,76,386,356,886,17.98,178,32,497.84,18,885.06,1405,249838000,148157000,147528000,99516000,67.46,15682.51,112320.54
5305400,Mount Vernon School District,Small City,13,6903,0,33,188,185,408,16.92,102,16,431.44,8,862.88,685,151590000,66014000,64457000,41846000,64.92,21960.02,102563.73
5305370,East Valley School District (Yakima),Midsize Suburb,5,3247,1,13,89,71,181,17.94,32,7,463.86,0,-999,285,64483000,24678000,25229000,16330000,64.73,19859.25,90220.99
5305340,Mount Pleasant School District,Rural (fringe),1,66,0,0,3,0,4,16.5,0,0,-999,0,-999,6,1179000,495000,490000,323000,65.92,17863.64,80750
5305310,Mount Baker School District,Rural (fringe),7,1910,1,14,47,48,115,16.61,33,5,382,1,1910,194,31283000,16763000,17462000,11401000,65.29,16378.53,99139.13
5305280,Mount Adams School District,Rural (distant),3,918,1,7,27,28,64,14.34,16,2,459,1,918,108,17412000,9311000,8942000,5778000,64.62,18967.32,90281.25
5305250,Mossyrock School District,Rural (remote),3,514,0,3,13,14,32,16.06,9,0,-999,0,-999,51,8280000,5127000,4339000,3092000,71.26,16108.95,96625
5305220,Moses Lake School District,Town (remote),16,8816,8,43,218,176,445,19.81,105,17,518.59,2,4408,763,130381000,71619000,70082000,44111000,62.94,14789.13,99125.84
5305190,Morton School District,Rural (remote),2,336,0,1,8,12,22,15.27,7,0,-999,0,-999,37,5133000,2756000,2649000,1713000,64.67,15276.79,77863.64
5305160,Montesano School District,Town (distant),3,1439,0,6,37,35,79,18.22,21,3,479.67,1,1439,135,20004000,11893000,11540000,8109000,70.27,13901.32,102645.57
5305130,Monroe School District,Large Suburb,14,6860,2,27,159,136,325,21.11,61,13,527.69,5,1372,515,121581000,56599000,53387000,34554000,64.72,17723.18,106320
5305040,Mill A School District,Rural (distant),2,46,0,0,0,9,10,4.6,0,0,-999,0,-999,12,1894000,1019000,1027000,681000,66.31,41173.91,68100
5305020,Methow Valley School District,Rural (remote),4,724,0,4,16,19,40,18.1,9,2,362,0,-999,67,11057000,5135000,5097000,3269000,64.14,15272.1,81725
5305010,Meridian School District,Rural (fringe),6,1774,1,9,43,36,89,19.93,15,3,591.33,0,-999,145,23854000,12506000,13203000,8397000,63.6,13446.45,94348.31
5304980,Mercer Island School District,Large Suburb,6,4522,0,13,112,115,244,18.53,37,8,565.25,4,1130.5,392,74790000,39029000,41972000,26471000,63.07,16539.14,108487.7
5304950,Medical Lake School District,Town (fringe),5,1974,2,9,52,47,114,17.32,23,4,493.5,2,987,181,26598000,14800000,14780000,9493000,64.23,13474.16,83271.93
5304920,Mead School District,Large Suburb,17,10716,1,42,215,265,554,19.34,130,15,714.4,4,2679,911,199049000,86897000,85752000,57472000,67.02,18574.93,103740.07
5304890,McCleary School District,Rural (distant),1,336,1,2,12,2,19,17.68,7,0,-999,0,-999,31,4710000,2378000,2473000,1567000,63.36,14017.86,82473.68
5304860,Marysville School District,Midsize Suburb,23,11196,3,57,303,232,595,18.82,106,30,373.2,12,933,954,175967000,97386000,103789000,65790000,63.39,15716.95,110571.43
5304830,Mary Walker School District,Rural (distant),6,491,0,0,10,17,29,16.93,11,1,491,0,-999,50,7655000,3895000,4051000,2537000,62.63,15590.63,87482.76
5304800,Mary M Knight School District,Small City,2,1658,0,1,13,23,38,43.63,1,0,-999,0,-999,51,17681000,15631000,1760000,1028000,58.41,10664.05,27052.63
5304740,Manson School District,Town (distant),3,661,0,2,18,19,41,16.12,10,1,661,0,-999,69,10239000,5737000,5821000,3898000,66.96,15490.17,95073.17
5304710,Mansfield School District,Rural (remote),1,102,0,1,4,6,11,9.27,1,0,-999,0,-999,18,2563000,1283000,1335000,869000,65.09,25127.45,79000
5304650,Mabton School District,Rural (fringe),3,843,0,4,24,20,53,15.91,8,2,421.5,1,843,85,12820000,6732000,7136000,4508000,63.17,15207.59,85056.6
5304620,Lynden School District,Town (fringe),8,3495,2,14,89,68,176,19.86,49,7,499.29,0,-999,306,47498000,27089000,24981000,17096000,68.44,13590.27,97136.36
5304590,Lyle School District,Rural (distant),4,253,0,1,6,12,19,13.32,5,0,-999,0,-999,30,4130000,2289000,2061000,1428000,69.29,16324.11,75157.89
5304560,Riverview School District,Large Suburb,9,3482,1,15,80,78,177,19.67,27,8,435.25,5,696.4,280,50924000,25852000,26952000,16262000,60.34,14624.93,91875.71
5304530,Lopez School District,Rural (distant),4,235,0,1,9,9,19,12.37,7,0,-999,0,-999,34,6528000,2937000,2905000,1941000,66.82,27778.72,102157.89
5304500,Loon Lake School District,Rural (distant),2,199,0,1,8,0,11,18.09,4,0,-999,0,-999,19,3019000,1516000,1236000,909000,73.54,15170.85,82636.36
5304470,Longview School District,Small City,17,6746,8,37,179,145,372,18.13,102,20,337.3,3,2248.67,656,96594000,54036000,54565000,35043000,64.22,14318.71,94201.61
5304410,Lind School District,Rural (remote),3,226,0,1,7,7,17,13.29,4,0,-999,0,-999,25,4919000,2346000,2290000,1494000,65.24,21765.49,87882.35
5304380,Liberty School District,Rural (distant),2,526,0,2,13,14,30,17.53,6,1,526,0,-999,49,10248000,4207000,4265000,2722000,63.82,19482.89,90733.33
5304290,Lamont School District,Rural (remote),1,34,0,0,1,1,3,11.33,0,0,-999,0,-999,6,1033000,384000,482000,266000,55.19,30382.35,88666.67
5304260,Lakewood School District,Midsize Suburb,6,2534,1,9,61,51,123,20.6,26,4,633.5,4,633.5,205,43705000,19725000,20725000,13018000,62.81,17247.43,105837.4
5304230,Lake Washington School District,Large Suburb,55,30675,14,140,766,665,1659,18.49,218,71,432.04,41,748.17,2606,629614000,254373000,248651000,164585000,66.19,20525.31,99207.35
5304200,Lake Stevens School District,Midsize Suburb,15,9192,5,44,226,178,464,19.81,100,18,510.67,5,1838.4,720,195913000,76762000,76806000,51485000,67.03,21313.42,110959.05
5304170,La Center School District,Town (fringe),4,1704,1,7,37,42,87,19.59,19,5,340.8,1,1704,148,26325000,12277000,11433000,7885000,68.97,15448.94,90632.18
5304150,LaCrosse School District,Rural (remote),2,66,0,1,4,5,11,6,1,0,-999,0,-999,15,2742000,1397000,1453000,869000,59.81,41545.45,79000
5304110,La Conner School District,Town (fringe),3,661,0,3,15,24,44,15.02,13,1,661,0,-999,76,14276000,7709000,7918000,5186000,65.5,21597.58,117863.64
5304080,Klickitat School District,Rural (remote),1,85,0,0,3,4,8,10.63,1,0,-999,0,-999,15,2688000,1157000,1449000,761000,52.52,31623.53,95125
5304050,Kittitas School District,Rural (distant),4,704,2,3,13,21,41,17.17,11,1,704,0,-999,65,10278000,6062000,5248000,3667000,69.87,14599.43,89439.02
5304020,Kiona-Benton City School District,Town (fringe),4,1377,1,6,37,33,80,17.21,19,2,688.5,1,1377,147,21523000,11878000,12213000,7644000,62.59,15630.36,95550
5303990,Kettle Falls School District,Rural (distant),5,1070,0,3,21,28,57,18.77,15,1,1070,0,-999,95,14075000,7829000,7295000,4782000,65.55,13154.21,83894.74
5303960,Kent School District,Midsize City,44,27291,13,113,717,564,1414,19.3,304,56,487.34,40,682.28,2365,409440000,220158000,217177000,138369000,63.71,15002.75,97856.44
5303930,Kennewick School District,Small City,32,19598,8,95,521,411,1042,18.81,261,45,435.51,27,725.85,1706,296612000,150585000,148818000,97672000,65.63,15134.81,93735.12
5303870,Keller School District,Rural (remote),1,32,0,0,1,0,3,10.67,1,0,-999,0,-999,6,1200000,397000,401000,234000,58.35,37500,78000
5303810,Kalama School District,Rural (fringe),3,1046,0,4,24,22,53,19.74,2,1,1046,0,-999,73,20622000,7123000,6045000,4462000,73.81,19715.11,84188.68
5303780,Kahlotus School District,Rural (remote),1,44,0,0,3,6,9,4.89,1,0,-999,0,-999,14,2609000,1180000,1144000,755000,66,59295.45,83888.89
5303750,Issaquah School District,Large Suburb,27,20897,7,91,525,412,1091,19.15,146,46,454.28,25,835.88,1772,458295000,178119000,182285000,119485000,65.55,21931.14,109518.79
5303720,Index School District,Rural (distant),1,38,0,0,2,0,3,12.67,1,0,-999,0,-999,6,980000,381000,559000,265000,47.41,25789.47,88333.33
5303660,Hoquiam School District,Town (remote),6,1724,3,8,33,46,91,18.95,28,3,574.67,0,-999,164,24930000,13172000,13661000,8542000,62.53,14460.56,93868.13
5303600,Hood Canal School District,Rural (distant),2,303,1,3,14,4,24,12.63,7,1,303,1,303,44,6641000,3162000,3330000,1968000,59.1,21917.49,82000
5303570,Hockinson School District,Rural (fringe),3,1980,0,8,47,45,102,19.41,23,4,495,1,1980,170,27647000,14473000,14141000,9488000,67.1,13963.13,93019.61
5303540,Highline School District,Large Suburb,40,19213,8,73,470,415,1011,19,259,41,468.61,25,768.52,1847,454316000,178708000,181911000,116481000,64.03,23646.28,115213.65
5303510,Highland School District,Rural (fringe),4,1198,1,5,26,28,63,19.02,20,2,599,0,-999,111,16600000,9225000,9517000,5949000,62.51,13856.43,94428.57
5303440,Coulee-Hartline School District,Rural (remote),3,189,0,1,6,7,15,12.6,3,0,-999,0,-999,23,3555000,1856000,1797000,1130000,62.88,18809.52,75333.33
5303360,Harrington School District,Rural (remote),2,151,0,1,5,6,12,12.58,3,0,-999,0,-999,21,3205000,1671000,1701000,1118000,65.73,21225.17,93166.67
5303330,Griffin School District,Midsize Suburb,1,645,0,3,23,7,35,18.43,7,0,-999,0,-999,59,9967000,4854000,5370000,3324000,61.9,15452.71,94971.43
5303300,Green Mountain School District,Rural (distant),1,163,0,1,7,0,8,20.38,1,0,-999,0,-999,11,2331000,1046000,1141000,752000,65.91,14300.61,94000
5303270,Great Northern School District,Rural (fringe),1,41,0,0,1,0,1,41,0,0,-999,0,-999,1,812000,457000,431000,287000,66.59,19804.88,287000
5303240,Grapeview School District,Rural (distant),1,214,0,1,8,3,13,16.46,3,0,-999,0,-999,19,3696000,1783000,1815000,1211000,66.72,17271.03,93153.85
5303210,Granite Falls School District,Town (fringe),6,2102,1,8,46,51,107,19.64,27,3,700.67,1,2102,187,37602000,16736000,16576000,11044000,66.63,17888.68,103214.95
5303180,Granger School District,Town (distant),3,1558,0,6,35,41,83,18.77,24,3,519.33,1,1558,147,22430000,12552000,12359000,8105000,65.58,14396.66,97650.6
5303150,Grandview School District,Town (distant),7,3740,1,23,91,74,190,19.68,53,7,534.29,4,935,326,85173000,25949000,27672000,16844000,60.87,22773.53,88652.63
5303130,Grand Coulee Dam School District,Rural (remote),3,770,0,3,19,20,44,17.5,22,1,770,0,-999,89,12544000,6512000,6226000,4103000,65.9,16290.91,93250
5303090,Goldendale School District,Town (remote),4,922,0,5,21,24,52,17.73,16,3,307.33,0,-999,94,14443000,7143000,7454000,4571000,61.32,15664.86,87903.85
5303030,Glenwood School District,Rural (remote),2,90,0,0,3,6,10,9,2,0,-999,0,-999,17,2166000,1194000,1246000,827000,66.37,24066.67,82700
5303000,Garfield School District,Rural (remote),3,139,0,0,3,8,11,12.64,3,0,-999,0,-999,21,2906000,1445000,1560000,906000,58.08,20906.47,82363.64
5302970,Freeman School District,Rural (distant),3,906,1,4,23,25,53,17.09,9,1,906,0,-999,82,12729000,6486000,6441000,4246000,65.92,14049.67,80113.21
5302940,Franklin Pierce School District,Large Suburb,15,8095,7,33,193,182,457,17.71,122,20,404.75,9,899.44,800,151864000,68154000,72112000,44005000,61.02,18760.22,96291.03
5302910,Finley School District,Midsize Suburb,3,885,0,4,21,25,52,17.02,13,2,442.5,1,885,90,16489000,7711000,7511000,4932000,65.66,18631.64,94846.15
5302880,Fife School District,Large Suburb,6,3844,3,19,102,82,206,18.66,42,8,480.5,4,961,332,64973000,30768000,31239000,20656000,66.12,16902.45,100271.84
5302850,Ferndale School District,Midsize Suburb,13,4802,0,25,105,119,251,19.13,69,11,436.55,0,-999,421,70371000,42691000,41439000,27712000,66.87,14654.52,110406.37
5302820,Federal Way School District,Large Suburb,46,23489,15,94,528,498,1284,18.29,206,38,618.13,14,1677.79,2061,416207000,196660000,201676000,123257000,61.12,17719.23,95994.55
5302730,Evergreen School District (Stevens),Rural (remote),1,34,0,0,1,0,2,17,1,0,-999,0,-999,4,538000,303000,268000,193000,72.01,15823.53,96500
5302700,Evergreen School District (Clark),Midsize City,39,25457,12,164,690,662,1528,16.66,299,60,424.28,32,795.53,2472,414233000,220209000,222232000,149417000,67.23,16271.87,97785.99
5302670,Everett School District,Midsize City,32,20863,9,104,529,426,1105,18.88,212,36,579.53,17,1227.24,1792,406319000,189524000,194709000,130171000,66.85,19475.58,117801.81
5302640,Evaline School District,Rural (fringe),1,54,0,0,3,0,3,18,2,0,-999,0,-999,7,1018000,513000,467000,331000,70.88,18851.85,110333.33
5302610,Ephrata School District,Town (distant),7,2623,1,12,69,60,144,18.22,30,6,437.17,1,2623,228,33918000,20215000,19693000,13105000,66.55,12931,91006.94
5302550,Entiat School District,Rural (distant),2,332,0,1,9,8,20,16.6,5,0,-999,0,-999,34,5356000,2836000,2835000,1863000,65.71,16132.53,93150
5302520,Endicott School District,Rural (remote),1,105,0,0,3,6,11,9.55,1,1,105,0,-999,18,2583000,1367000,1442000,871000,60.4,24600,79181.82
5302490,Elma School District,Town (distant),5,1527,1,6,32,43,85,17.96,27,4,381.75,0,-999,148,24191000,13376000,13525000,8793000,65.01,15842.17,103447.06
5302460,Ellensburg School District,Town (distant),7,3348,2,18,89,82,192,17.44,41,6,558,2,1674,302,49120000,26084000,25720000,16973000,65.99,14671.45,88401.04
5302400,Edmonds School District,Large Suburb,38,21302,3,89,514,449,1134,18.78,229,48,443.79,31,687.16,1856,390302000,197790000,206078000,131756000,63.94,18322.32,116186.95
5302370,Eatonville School District,Town (distant),9,1979,3,8,38,51,103,19.21,14,4,494.75,1,1979,154,26867000,13237000,13478000,8602000,63.82,13576.05,83514.56
5302340,Easton School District,Rural (distant),2,113,0,0,2,10,13,8.69,1,0,-999,0,-999,19,2922000,1667000,1691000,1104000,65.29,25858.41,84923.08
5302310,Eastmont School District,Small Suburb,11,6317,3,25,147,131,341,18.52,64,9,701.89,5,1263.4,550,83689000,49575000,48803000,32801000,67.21,13248.22,96190.62
5302280,East Valley School District (Spokane),Small City,10,4277,2,21,113,93,229,18.68,57,10,427.7,1,4277,402,58475000,33505000,34004000,21928000,64.49,13671.97,95755.46
5302160,Dixie School District,Rural (distant),1,13,0,0,1,0,2,6.5,0,0,-999,0,-999,3,682000,240000,270000,138000,51.11,52461.54,69000
5302130,Dieringer School District,Large Suburb,3,1492,2,8,54,15,79,18.89,24,2,746,0,-999,140,23695000,12273000,13545000,8363000,61.74,15881.37,105860.76
5302070,Deer Park School District,Rural (fringe),7,2634,1,11,61,61,135,19.51,29,4,658.5,1,2634,206,31733000,18812000,17741000,12017000,67.74,12047.46,89014.81
5302040,Dayton School District,Town (distant),3,414,0,3,12,16,32,12.94,4,1,414,0,-999,45,7302000,3906000,3614000,2493000,68.98,17637.68,77906.25
5302010,Davenport School District,Rural (distant),2,591,0,2,14,19,36,16.42,4,1,591,0,-999,53,9013000,4960000,4686000,3221000,68.74,15250.42,89472.22
5301980,Darrington School District,Rural (distant),2,451,0,1,10,11,23,19.61,9,0,-999,0,-999,44,7220000,4071000,4222000,2679000,63.45,16008.87,116478.26
5301950,Damman School District,Rural (fringe),1,34,0,0,1,0,2,17,1,0,-999,0,-999,4,670000,284000,243000,194000,79.84,19705.88,97000
5301920,Cusick School District,Rural (remote),4,272,0,1,7,10,18,15.11,4,0,-999,0,-999,31,4453000,2458000,2477000,1633000,65.93,16371.32,90722.22
5301890,Curlew School District,Rural (remote),2,231,0,1,5,8,14,16.5,3,1,231,0,-999,25,3596000,1940000,1917000,1251000,65.26,15567.1,89357.14
5301860,Creston School District,Rural (remote),2,92,0,0,4,5,10,9.2,1,0,-999,0,-999,18,2947000,1393000,1303000,875000,67.15,32032.61,87500
5301830,Crescent School District,Rural (remote),2,341,0,1,8,10,21,16.24,5,0,-999,0,-999,36,5051000,2733000,2891000,1800000,62.26,14812.32,85714.29
5301800,Coupeville School District,Rural (fringe),7,997,1,4,25,27,60,16.62,8,2,498.5,0,-999,91,16189000,9139000,9215000,6210000,67.39,16237.71,103500
5301710,Cosmopolis School District,Town (remote),1,168,0,1,8,0,10,16.8,3,0,-999,0,-999,17,5472000,1325000,1346000,871000,64.71,32571.43,87100
5301680,Conway School District,Rural (fringe),1,470,0,2,18,5,25,18.8,5,1,470,0,-999,43,6952000,3871000,3917000,2736000,69.85,14791.49,109440
5301660,Concrete School District,Rural (distant),4,528,1,1,16,14,33,16,5,1,528,0,-999,54,9510000,4848000,5145000,3038000,59.05,18011.36,92060.61
5301630,Colville School District,Town (remote),5,1844,1,7,45,44,99,18.63,29,3,614.67,3,614.67,167,25202000,14275000,13257000,9077000,68.47,13667.03,91686.87
5301590,Columbia (Walla Walla) School District,Rural (fringe),3,761,0,3,21,19,44,17.3,11,1,761,0,-999,72,12946000,6436000,6182000,4225000,68.34,17011.83,96022.73
5301560,Columbia (Stevens) School District,Rural (remote),2,138,0,0,3,8,13,10.62,5,0,-999,0,-999,21,3580000,1793000,1673000,1140000,68.14,25942.03,87692.31
5301500,Colton School District,Rural (distant),1,190,0,1,4,8,14,13.57,2,0,-999,0,-999,23,3595000,1888000,1849000,1191000,64.41,18921.05,85071.43
5301470,College Place School District,Small Suburb,3,1465,0,7,33,43,85,17.24,20,3,488.33,1,1465,136,20449000,11861000,10637000,7337000,68.98,13958.36,86317.65
5301440,Colfax School District,Town (distant),2,552,0,2,14,16,35,15.77,4,1,552,0,-999,52,15446000,4341000,4238000,2777000,65.53,27981.88,79342.86
5301410,Clover Park School District,Small City,33,13594,8,71,336,234,761,17.86,132,30,453.13,23,591.04,1211,242214000,113432000,120513000,73423000,60.93,17817.71,96482.26
5301380,Queets-Clearwater School District,Rural (remote),1,17,0,0,2,0,3,5.67,1,0,-999,0,-999,5,1071000,367000,446000,256000,57.4,63000,85333.33
5301350,Cle Elum-Roslyn School District,Town (distant),4,890,0,5,21,25,53,16.79,12,3,296.67,0,-999,93,14101000,6992000,7249000,4496000,62.02,15843.82,84830.19
5301320,Clarkston School District,Small Suburb,9,2669,1,11,66,67,150,17.79,40,4,667.25,1,2669,260,37189000,22132000,22396000,14775000,65.97,13933.68,98500
5301290,Chimacum School District,Rural (fringe),6,876,0,2,24,23,50,17.52,11,2,438,0,-999,94,15875000,6992000,8013000,4524000,56.46,18122.15,90480
5301260,Chewelah School District,Rural (remote),4,785,0,3,16,23,44,17.84,10,1,785,0,-999,75,11260000,6614000,6467000,4141000,64.03,14343.95,94113.64
