lea_id,district_name,urban_centric_locale,number_of_schools_in_district,enrollment,pre_k_teachers,kindergarten_teachers,elementary_teachers,secondary_teachers,total_teachers,student_teacher_ratio,instructional_aides,guidance_counselors,student_guidance_counselor_ratio,librarian_total,student_librarian_ratio,total_staff,district_expense_total,expenses_for_instruction,salaries_total,salaries_instruction,instruction_salary_percent_of_total,per_student_expenditure,per_teacher_salary_expenses
3623490,PORT JEFFERSON UNION FREE SCHOOL DISTRICT,Large Suburb,3,1107,1,4,46,64,119,9.3,41,4,276.75,2,553.5,243,43706000,24898000,22009000,15584000,70.81,39481.48,130957.98
3623520,PORT JERVIS CITY SCHOOL DISTRICT,Rural (fringe),4,2544,,9,105,105,222,11.46,14,18,141.33,6,424.0,426,76195000,46815000,38794000,29193000,75.25,29950.86,131500.0
3623580,PORT WASHINGTON UNION FREE SCHOOL DISTRICT,Large Suburb,7,5499,4,18,202,195,451,12.19,196,16,343.69,6,916.5,926,167052000,103709000,85814000,64872000,75.6,30378.61,143840.35
3623640,PORTVILLE CENTRAL SCHOOL DISTRICT,Rural (fringe),2,1037,2,4,31,35,73,14.21,21,3,345.67,2,518.5,169,18298000,9836000,10049000,6455000,64.24,17645.13,88424.66
3623670,POTSDAM CENTRAL SCHOOL DISTRICT,Town (remote),3,1376,3,5,42,50,105,13.1,25,11,125.09,1,1376.0,236,31487000,19078000,14817000,10534000,71.09,22882.99,100323.81
3623760,POUGHKEEPSIE CITY SCHOOL DISTRICT,Large Suburb,7,4499,4,14,156,135,326,13.8,61,7,642.71,4,1124.75,675,112651000,71076000,55581000,40484000,72.84,25039.12,124184.05
3623790,PRATTSBURGH CENTRAL SCHOOL DISTRICT,Rural (distant),1,371,2,2,13,15,32,11.59,12,1,371.0,0,,61,9194000,5400000,4026000,3107000,77.17,24781.67,97093.75
3623880,PULASKI CENTRAL SCHOOL DISTRICT,Rural (distant),3,1050,1,4,37,39,84,12.5,33,2,525.0,1,1050.0,180,24382000,14695000,11881000,8426000,70.92,23220.95,100309.52
3623970,PUTNAM CENTRAL SCHOOL DISTRICT,Rural (distant),1,33,0,0,6,,8,4.13,0,0,,0,,13,2082000,787000,823000,482000,58.57,63090.91,60250.0
3624000,PUTNAM VALLEY CENTRAL SCHOOL DISTRICT,Large Suburb,3,1655,,5,55,72,144,11.49,25,4,413.75,1,1655.0,193,56880000,31000000,28169000,20033000,71.12,34368.58,139118.06
3624030,QUEENSBURY UNION FREE SCHOOL DISTRICT,Small Suburb,4,3212,,10,101,129,247,13.0,56,22,146.0,8,401.5,554,78247000,33227000,30685000,21088000,68.72,24360.83,85376.52
3624060,QUOGUE UNION FREE SCHOOL DISTRICT,Large Suburb,1,101,1,1,16,,18,5.61,9,0,,1,101.0,39,7948000,3753000,3531000,2356000,66.72,78693.07,130888.89
3624090,RANDOLPH CENTRAL SCHOOL DISTRICT,Rural (remote,2,914,4,4,35,39,83,11.01,18,3,304.67,2,457.0,188,21534000,12016000,10834000,7725000,71.3,23560.18,93072.29
3624150,RAVENA-COEYMANS-SELKIRK CENTRAL SCHOOL DISTRICT,Town (fringe),4,1922,2,8,83,82,191,10.06,73,14,137.29,2,961.0,474,51022000,26357000,24785000,17183000,69.33,26546.31,89963.35
3624210,RED CREEK CENTRAL SCHOOL DISTRICT,Rural (distant),3,908,4,3,36,42,90,10.09,49,6,151.33,1,908.0,252,34214000,12514000,12171000,8299000,68.19,37680.62,92211.11
3624240,RED HOOK CENTRAL SCHOOL DISTRICT,Town (fringe),4,1915,1,8,60,81,161,11.89,48,12,159.58,4,478.75,384,51440000,31534000,27359000,19242000,70.33,26861.62,119515.53
3624270,MANCHESTER-SHORTSVILLE CENTRAL SCHOOL DISTRICT (RED JACKET),Rural (fringe),3,845,1,3,32,36,75,11.27,19,8,105.63,1,845.0,175,21200000,10475000,9636000,6605000,68.55,25088.76,88066.67
3624360,REMSEN CENTRAL SCHOOL DISTRICT,Rural (distant),2,424,1,2,16,24,45,9.42,11,2,212.0,1,424.0,99,15970000,7127000,6745000,4529000,67.15,37665.09,100644.44
3624420,REMSENBURG-SPEONK UNION FREE SCHOOL DISTRICT,Large Suburb,1,135,0,1,20,2,24,5.63,8,0,,0,,43,13187000,4742000,4084000,2833000,69.37,97681.48,118041.67
3624450,RENSSELAER CITY SCHOOL DISTRICT,Large Suburb,2,1149,2,5,45,43,98,11.72,24,4,287.25,1,1149.0,207,25535000,14239000,12723000,9180000,72.15,22223.67,93673.47
3624480,RHINEBECK CENTRAL SCHOOL DISTRICT,Town (fringe),3,1011,,3,34,52,96,10.53,29,3,337.0,1,1011.0,216,32813000,18933000,16448000,11391000,69.25,32455.98,118656.25
3624570,RICHFIELD SPRINGS CENTRAL SCHOOL DISTRICT,Rural (distant),2,471,1,2,22,24,50,9.42,21,4,117.75,1,471.0,115,11241000,6455000,5940000,4004000,67.41,23866.24,80080.0
3624630,BLIND BROOK-RYE UNION FREE SCHOOL DISTRICT,Large Suburb,3,1442,,5,47,61,122,11.82,32,3,480.67,1,1442.0,167,45015000,26769000,25175000,18642000,74.05,31217.06,152803.28
3624660,RIPLEY CENTRAL SCHOOL DISTRICT,Rural (distant),1,163,3,2,12,1,18,9.06,0,0,,1,163.0,45,8263000,3743000,3323000,1922000,57.84,50693.25,106777.78
3624690,RIVERHEAD CENTRAL SCHOOL DISTRICT,Large Suburb,8,5718,0,16,184,169,382,14.97,104,9,635.33,6,953.0,798,141792000,81263000,75405000,50570000,67.06,24797.48,132382.2
3624750,ROCHESTER CITY SCHOOL DISTRICT,Midsize City,50,28433,67,86,1072,1146,2471,11.51,480,170,167.25,41,693.49,6694,1084531000,448953000,398096000,272321000,68.41,38143.39,110206.8
3624780,ROCKVILLE CENTRE UNION FREE SCHOOL DISTRICT,Large Suburb,7,3571,,12,148,165,336,10.63,233,9,396.78,2,1785.5,784,117009000,76778000,70331000,53052000,75.43,32766.45,157892.86
3624840,ROCKY POINT UNION FREE SCHOOL DISTRICT,Rural (fringe),4,2997,,10,100,115,233,12.86,67,8,374.63,5,599.4,473,92736000,52866000,44447000,33781000,76.0,30942.94,144982.83
3624900,ROME CITY SCHOOL DISTRICT,Town (fringe),10,5797,13,19,226,181,461,12.57,181,44,131.75,9,644.11,1035,124054000,72654000,57494000,42729000,74.32,21399.69,92687.64
3624930,ROMULUS CENTRAL SCHOOL DISTRICT,Rural (distant),1,471,2,2,17,20,44,10.7,15,1,471.0,1,471.0,101,16453000,6201000,5789000,3719000,64.24,34932.06,84522.73
3624960,RONDOUT VALLEY CENTRAL SCHOOL DISTRICT,Rural (distant),5,1958,0,9,82,87,184,10.64,56,8,244.75,4,489.5,392,62485000,37809000,32984000,23283000,70.59,31912.67,126538.04
3624990,ROOSEVELT UNION FREE SCHOOL DISTRICT,Large Suburb,5,3423,7,7,118,132,268,12.77,67,19,180.16,5,684.6,557,108341000,54581000,47140000,33940000,72.0,31650.89,126641.79
3625020,ROSCOE CENTRAL SCHOOL DISTRICT,Rural (remote,1,243,1,1,11,13,28,8.68,4,1,243.0,0,,50,8721000,4567000,4281000,2778000,64.89,35888.89,99214.29
3625050,ROSLYN UNION FREE SCHOOL DISTRICT,Large Suburb,5,3169,1,10,102,142,265,11.96,112,11,288.09,4,792.25,614,115475000,61067000,60441000,39044000,64.6,36438.94,147335.85
3625110,ROXBURY CENTRAL SCHOOL DISTRICT,Rural (remote,1,272,1,1,16,18,36,7.56,11,0,,1,272.0,79,11289000,6238000,5243000,3596000,68.59,41503.68,99888.89
3625140,ROYALTON-HARTLAND CENTRAL SCHOOL DISTRICT,Town (distant),3,1334,2,6,45,49,103,12.95,2,8,166.75,2,667.0,167,24067000,14564000,12796000,9726000,76.01,18041.23,94427.18
3625170,RUSH-HENRIETTA CENTRAL SCHOOL DISTRICT,Large Suburb,9,5512,0,25,212,232,487,11.32,132,15,367.47,9,612.44,1234,130750000,70425000,69031000,44745000,64.82,23720.97,91878.85
3625260,RYE CITY SCHOOL DISTRICT,Large Suburb,5,3282,,11,128,117,268,12.25,91,18,182.33,4,820.5,528,89480000,57438000,49847000,38557000,77.35,27263.86,143869.4
3625290,RYE NECK UNION FREE SCHOOL DISTRICT,Large Suburb,4,1608,0,5,51,62,126,12.76,31,5,321.6,4,402.0,234,41603000,25382000,22165000,16876000,76.14,25872.51,133936.51
3625320,FLORIDA UNION FREE SCHOOL DISTRICT,Town (fringe),2,821,1,3,30,33,73,11.25,16,6,136.83,2,410.5,157,22044000,13189000,11946000,8395000,70.27,26850.18,115000.0
3625350,SACHEM CENTRAL SCHOOL DISTRICT,Large Suburb,15,12776,,34,379,448,944,13.53,154,58,220.28,17,751.53,2069,316318000,197060000,174618000,130744000,74.87,24758.77,138500.0
3625380,SAG HARBOR UNION FREE SCHOOL DISTRICT,Large Suburb,2,963,1,3,48,52,108,8.92,38,4,240.75,2,481.5,226,42355000,25093000,22873000,16361000,71.53,43982.35,151490.74
3625410,SAGAPONACK COMMON SCHOOL DISTRICT,Rural (fringe),1,15,,0,1,,2,7.5,0,0,,0,,4,1413000,436000,447000,271000,60.63,94200.0,135500.0
3625440,SALAMANCA CITY SCHOOL DISTRICT,Town (distant),3,1299,3,6,57,54,123,10.56,27,6,216.5,2,649.5,332,42646000,19999000,18688000,12628000,67.57,32829.87,102666.67
3625470,SALEM CENTRAL SCHOOL DISTRICT,Rural (distant),2,565,1,2,23,26,53,10.66,14,3,188.33,1,565.0,124,13632000,7828000,7398000,5097000,68.9,24127.43,96169.81
3625500,SALMON RIVER CENTRAL SCHOOL DISTRICT,Rural (distant),4,1545,5,8,63,61,147,10.51,61,8,193.13,4,386.25,397,43555000,24574000,20379000,13970000,68.55,28190.94,95034.01
3625650,SANDY CREEK CENTRAL SCHOOL DISTRICT,Rural (distant),3,849,1,4,44,37,87,9.76,16,4,212.25,1,849.0,218,24498000,13456000,12028000,8160000,67.84,28855.12,93793.1
3625740,SARANAC LAKE CENTRAL SCHOOL DISTRICT,Town (remote),4,1118,,4,50,55,110,10.16,49,10,111.8,6,186.33,294,38407000,19519000,16645000,11472000,68.92,34353.31,104290.91
3625770,SARATOGA SPRINGS CITY SD,Small Suburb,8,6431,,23,226,228,481,13.37,125,14,459.36,10,643.1,1146,124055000,74326000,69466000,46927000,67.55,19290.16,97561.33
3625800,SAUGERTIES CENTRAL SCHOOL DISTRICT,Small Suburb,6,2608,0,10,88,96,200,13.04,59,6,434.67,4,652.0,376,64750000,41356000,32950000,24825000,75.34,24827.45,124125.0
3625920,SAYVILLE UNION FREE SCHOOL DISTRICT,Large Suburb,5,2903,,9,90,125,237,12.25,73,14,207.36,5,580.6,541,93823000,54094000,49978000,35066000,70.16,32319.32,147957.81
3625950,SCARSDALE UNION FREE SCHOOL DISTRICT,Large Suburb,7,4756,,13,170,195,399,11.92,159,15,317.07,8,594.5,872,159345000,94872000,89339000,65383000,73.19,33503.99,163867.17
3625980,SCHALMONT CENTRAL SCHOOL DISTRICT,Large Suburb,3,1842,,6,56,78,141,13.06,40,5,368.4,3,614.0,317,47163000,28137000,24043000,17165000,71.39,25604.23,121737.59
3626010,SCHENECTADY CITY SCHOOL DISTRICT,Small City,15,9750,13,31,366,347,786,12.4,377,55,177.27,10,975.0,1811,211679000,124085000,108000000,78963000,73.11,21710.67,100461.83
3626070,SCHODACK CENTRAL SCHOOL DISTRICT,Large Suburb,2,914,,3,32,39,78,11.72,30,2,457.0,2,457.0,183,26998000,12476000,12160000,8013000,65.9,29538.29,102730.77
3626100,SCHOHARIE CENTRAL SCHOOL DISTRICT,Rural (distant),2,885,,4,37,40,85,10.41,30,4,221.25,2,442.5,195,23857000,12902000,11453000,7576000,66.15,26957.06,89129.41
3626130,SCHROON LAKE CENTRAL SCHOOL DISTRICT,Rural (remote,1,259,1,0,10,15,27,9.59,8,0,,0,,61,8467000,4822000,4261000,2976000,69.84,32691.12,110222.22
3626160,SCHUYLERVILLE CENTRAL SCHOOL DISTRICT,Rural (fringe),3,1545,,7,53,63,130,11.88,21,14,110.36,2,772.5,276,37229000,20746000,17361000,12137000,69.91,24096.44,93361.54
3626190,SCIO CENTRAL SCHOOL DISTRICT,Rural (fringe),1,369,0,2,15,20,39,9.46,11,2,184.5,0,,86,11845000,5678000,5227000,3603000,68.93,32100.27,92384.62
3626310,SCOTIA-GLENVILLE CENTRAL SCHOOL DISTRICT,Large Suburb,6,2487,,9,91,85,192,12.95,46,6,414.5,6,414.5,419,60514000,31632000,28445000,20070000,70.56,24332.13,104531.25
3626370,NORTH SHORE CENTRAL SCHOOL DISTRICT,Large Suburb,5,2612,,9,118,152,295,8.85,70,9,290.22,7,373.14,597,103708000,66250000,61120000,43907000,71.84,39704.44,148837.29
3626400,SEAFORD UNION FREE SCHOOL DISTRICT,Large Suburb,4,2269,,9,87,103,209,10.86,92,5,453.8,8,283.63,429,66536000,43096000,38161000,29063000,76.16,29323.93,139057.42
3626430,SENECA FALLS CENTRAL SCHOOL DISTRICT,Town (distant),4,1246,,6,48,54,112,11.13,43,2,623.0,3,415.33,249,28674000,17063000,15133000,10738000,70.96,23012.84,95875.0
3626520,SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT,Large Suburb,5,8241,,,0,581,584,14.11,116,34,242.38,12,686.75,1129,196625000,122417000,110749000,82274000,74.29,23859.36,140880.14
3626580,SHARON SPRINGS CENTRAL SCHOOL DISTRICT,Rural (distant),1,236,,1,11,16,30,7.87,4,4,59.0,1,236.0,79,8309000,4558000,4144000,2719000,65.61,35207.63,90633.33
3626640,SHELTER ISLAND UNION FREE SCHOOL DISTRICT,Rural (fringe),1,215,1,1,12,18,33,6.52,5,2,107.5,0,,67,10781000,6100000,5888000,3853000,65.44,50144.19,116757.58
3626670,SHENENDEHOWA CENTRAL SCHOOL DISTRICT,Large Suburb,12,9761,,16,310,320,665,14.68,177,37,263.81,11,887.36,1502,180537000,100746000,100085000,66076000,66.02,18495.75,99362.41
3626700,SHERBURNE-EARLVILLE CENTRAL SCHOOL DISTRICT,Rural (distant),3,1397,2,6,69,58,138,10.12,52,0,,1,1397.0,289,35244000,19981000,18366000,12871000,70.08,25228.35,93268.12
3626730,SHERMAN CENTRAL SCHOOL DISTRICT,Rural (distant),2,411,2,2,19,21,49,8.39,5,2,205.5,0,,87,10631000,6057000,5770000,3852000,66.76,25866.18,78612.24
3626760,SHERRILL CITY SCHOOL DISTRICT,Town (distant),5,1926,3,7,69,70,153,12.59,33,4,481.5,6,321.0,327,47464000,21964000,20135000,13721000,68.15,24643.82,89679.74
3626840,SHOREHAM-WADING RIVER CENTRAL SCHOOL DISTRICT,Large Suburb,4,2115,,7,75,96,186,11.37,78,10,211.5,2,1057.5,466,81694000,38933000,34908000,24530000,70.27,38626.0,131881.72
3626850,SIDNEY CENTRAL SCHOOL DISTRICT,Town (distant),3,1134,1,4,41,43,91,12.46,24,12,94.5,1,1134.0,213,27714000,14283000,13144000,8847000,67.31,24439.15,97219.78
3626880,SILVER CREEK CENTRAL SCHOOL DISTRICT,Rural (fringe),3,1095,3,5,49,50,112,9.78,29,10,109.5,1,1095.0,255,26482000,15251000,13900000,10077000,72.5,24184.47,89973.21
3626940,SKANEATELES CENTRAL SCHOOL DISTRICT,Town (fringe),4,1337,,4,51,62,123,10.87,9,6,222.83,6,222.83,224,32689000,16910000,16864000,11395000,67.57,24449.51,92642.28
3627000,CHEEKTOWAGA-SLOAN UNION FREE SCHOOL DISTRICT,Small City,4,1397,2,4,49,59,114,12.25,25,6,232.83,3,465.67,254,35046000,18681000,17078000,12323000,72.16,25086.61,108096.49
3627060,SMITHTOWN CENTRAL SCHOOL DISTRICT,Large Suburb,12,8727,,24,300,380,742,11.76,103,19,459.32,11,793.36,1419,251066000,146123000,136042000,95792000,70.41,28768.88,129099.73
3627120,SODUS CENTRAL SCHOOL DISTRICT,Town (distant),3,1082,3,5,51,48,113,9.58,55,5,216.4,2,541.0,286,33454000,17332000,14752000,10294000,69.78,30918.67,91097.35
3627150,SOLVAY UNION FREE SCHOOL DISTRICT,Large Suburb,3,1482,2,6,46,70,129,11.49,38,12,123.5,3,494.0,323,36696000,18835000,17808000,11550000,64.86,24761.13,89534.88
3627180,SOMERS CENTRAL SCHOOL DISTRICT,Large Suburb,4,2965,,9,91,129,250,11.86,90,10,296.5,3,988.33,489,95382000,55224000,50334000,36652000,72.82,32169.31,146608.0
3627210,SOUTH COLONIE CENTRAL SCHOOL DISTRICT,Large Suburb,8,4789,4,18,181,191,406,11.8,147,8,598.63,9,532.11,831,103093000,68059000,62033000,45466000,73.29,21527.04,111985.22
3627240,SOUTH GLENS FALLS CENTRAL SCHOOL DISTRICT,Small Suburb,6,3047,,11,101,108,224,13.6,88,7,435.29,6,507.83,481,77127000,34625000,32500000,22898000,70.46,25312.44,102223.21
3627300,SOUTH HUNTINGTON UNION FREE SCHOOL DISTRICT,Large Suburb,7,5819,3,17,225,228,494,11.78,148,24,242.46,6,969.83,1121,168982000,111916000,96130000,70990000,73.85,29039.7,143704.45
3627330,SOUTH KORTRIGHT CENTRAL SCHOOL DISTRICT,Rural (remote,1,374,1,2,16,16,36,10.39,9,3,124.67,0,,71,10694000,5130000,4896000,3079000,62.89,28593.58,85527.78
3627360,SOUTH LEWIS CENTRAL SCHOOL DISTRICT,Rural (distant),4,1018,0,4,44,41,94,10.83,31,4,254.5,1,1018.0,220,26953000,14603000,13797000,9101000,65.96,26476.42,96819.15
3627450,SOUTH ORANGETOWN CENTRAL SCHOOL DISTRICT,Large Suburb,4,3077,0,10,102,136,257,11.97,45,9,341.89,1,3077.0,407,91265000,58787000,49393000,37627000,76.18,29660.38,146408.56
3627540,SOUTHAMPTON UNION FREE SCHOOL DISTRICT,Large Suburb,3,1596,4,3,64,95,174,9.17,63,9,177.33,3,532.0,402,70994000,39359000,39654000,25856000,65.2,44482.46,148597.7
3627570,SOUTHERN CAYUGA CENTRAL SCHOOL DISTRICT,Rural (distant),2,697,1,3,28,31,63,11.06,17,2,348.5,1,697.0,135,17616000,9564000,8892000,6101000,68.61,25274.03,96841.27
3627620,SOUTHOLD UNION FREE SCHOOL DISTRICT,Town (fringe),2,778,,3,30,41,78,9.97,27,2,389.0,2,389.0,157,32696000,18263000,15647000,11321000,72.35,42025.71,145141.03
3627660,SOUTHWESTERN CENTRAL SCHOOL DISTRICT AT JAMESTOWN,Town (distant),3,1351,1,4,44,52,107,12.63,20,7,193.0,4,337.75,257,34666000,15175000,13750000,9377000,68.2,25659.51,87635.51
3627750,SPENCER-VAN ETTEN CENTRAL SCHOOL DISTRICT,Rural (distant),3,924,3,4,36,37,85,10.87,25,3,308.0,0,,172,21909000,12247000,11148000,7347000,65.9,23711.04,86435.29
3627780,SPENCERPORT CENTRAL SCHOOL DISTRICT,Large Suburb,6,3689,,15,152,156,342,10.79,124,13,283.77,6,614.83,736,83221000,48872000,43738000,30430000,69.57,22559.23,88976.61
3627810,EAST RAMAPO CENTRAL SCHOOL DISTRICT (SPRING VALLEY),Large Suburb,14,9092,,24,287,327,691,13.16,105,15,606.13,14,649.43,1236,306890000,177096000,129044000,98397000,76.25,33753.85,142397.97
3627900,SPRINGS UNION FREE SCHOOL DISTRICT,Town (fringe),1,724,0,4,49,16,71,10.2,0,1,724.0,1,724.0,104,30262000,14658000,12106000,9143000,75.52,41798.34,128774.65
3627960,BRASHER FALLS CENTRAL SCHOOL DISTRICT,Rural (distant),3,1036,1,4,37,39,81,12.79,25,8,129.5,1,1036.0,187,24089000,12340000,10235000,6742000,65.87,23251.93,83234.57
3627990,SAINT REGIS FALLS CENTRAL SCHOOL DISTRICT,Rural (remote,1,266,1,1,12,18,35,7.6,12,0,,2,133.0,61,10681000,4542000,4294000,2842000,66.19,40154.14,81200.0
3628020,STAMFORD CENTRAL SCHOOL DISTRICT,Rural (remote,1,309,0,1,10,14,28,11.04,10,1,309.0,0,,95,9325000,4972000,4130000,2565000,62.11,30177.99,91607.14
3628050,STARPOINT CENTRAL SCHOOL DISTRICT,Rural (fringe),4,2899,,11,98,105,215,13.48,0,18,161.06,2,1449.5,413,52303000,29626000,27426000,19903000,72.57,18041.74,92572.09
3628110,STILLWATER CENTRAL SCHOOL DISTRICT,Large Suburb,2,1053,1,5,33,51,101,10.43,20,7,150.43,3,351.0,248,23016000,12667000,11880000,8111000,68.27,21857.55,80306.93
3628140,STOCKBRIDGE VALLEY CENTRAL SCHOOL DISTRICT,Rural (distant),1,418,0,2,18,20,41,10.2,9,3,139.33,1,418.0,88,10706000,5680000,4936000,3296000,66.77,25612.44,80390.24
3628200,THREE VILLAGE CENTRAL SCHOOL DISTRICT,Large Suburb,8,5916,4,17,203,275,503,11.76,157,20,295.8,11,537.82,1389,208492000,126897000,117143000,85087000,72.64,35242.06,169159.05
3628320,SUFFERN CENTRAL SCHOOL DISTRICT,Large Suburb,7,4226,1,14,155,182,371,11.39,65,16,264.13,2,2113.0,620,134023000,89256000,72064000,56351000,78.2,31713.91,151889.49
3628380,SUSQUEHANNA VALLEY CENTRAL SCHOOL DISTRICT,Rural (fringe),4,1460,2,6,59,64,136,10.74,1,8,182.5,2,730.0,248,46494000,21298000,18004000,12549000,69.7,31845.21,92272.06
3628500,SWEET HOME CENTRAL SCHOOL DISTRICT,Large Suburb,6,3281,,15,120,140,277,11.84,64,25,131.24,12,273.42,765,78403000,47223000,43889000,31246000,71.19,23896.07,112801.44
3628560,SYOSSET CENTRAL SCHOOL DISTRICT,Large Suburb,10,6511,,19,238,339,620,10.5,117,18,361.72,11,591.91,1165,232851000,147029000,132369000,99971000,75.52,35762.71,161243.55
3628590,SYRACUSE CITY SCHOOL DISTRICT,Midsize City,32,20906,58,65,708,676,1574,13.28,441,31,674.39,29,720.9,3395,561015000,272220000,239781000,162417000,67.74,26835.12,103187.42
3628620,TACONIC HILLS CENTRAL SCHOOL DISTRICT,Rural (distant),2,1315,2,4,53,63,127,10.35,38,9,146.11,2,657.5,320,37469000,20022000,18502000,12262000,66.27,28493.54,96551.18
3628650,UNION FREE SCHOOL DISTRICT OF THE TARRYTOWNS,Large Suburb,5,2713,,10,110,102,229,11.85,61,14,193.79,2,1356.5,502,77578000,48714000,44284000,32900000,74.29,28594.91,143668.12
